Confirmed,Date,Deaths,People_Hospitalized,People_Tested,Province_State,Recovered
3107,03-16-2020,69,0,24791,Washington,0
17,03-16-2020,0,0,504,Vermont,0
1,03-16-2020,0,0,1,Virgin Islands,0
51,03-16-2020,1,0,489,Virginia,0
57,03-16-2020,0,0,57,Texas,0
52,03-16-2020,0,0,322,Tennessee,0
10,03-16-2020,0,0,504,South Dakota,0
28,03-16-2020,1,0,263,South Carolina,0
21,03-16-2020,0,0,329,Rhode Island,0
39,03-16-2020,0,0,170,Utah,0
76,03-16-2020,0,0,746,Pennsylvania,0
5,03-16-2020,0,0,14,Puerto Rico,0
1,03-16-2020,0,0,124,North Dakota,0
18,03-16-2020,0,0,188,Nebraska,0
13,03-16-2020,0,0,284,New Hampshire,0
178,03-16-2020,2,0,298,New Jersey,0
17,03-16-2020,0,0,583,New Mexico,0
33,03-16-2020,0,0,329,North Carolina,0
950,03-16-2020,7,0,5493,New York,0
50,03-16-2020,0,0,190,Ohio,0
10,03-16-2020,0,0,184,Oklahoma,0
39,03-16-2020,0,0,618,Oregon,0
45,03-16-2020,1,0,213,Nevada,0
159,03-17-2020,1,0,1499,Illinois,0
30,03-17-2020,2,0,159,Indiana,0
15,03-17-2020,1,0,397,Kansas,0
22,03-17-2020,1,0,317,Kentucky,0
137,03-17-2020,4,0,423,Louisiana,0
57,03-17-2020,0,0,151,Maryland,0
32,03-17-2020,0,0,1335,Maine,0
3659,03-17-2020,2,0,4538,Michigan,0
246,03-17-2020,0,0,2522,Minnesota,0
7,03-17-2020,0,0,353,Idaho,0
8,03-17-2020,0,0,215,Missouri,0
23,03-17-2020,0,0,106,Iowa,0
3,03-17-2020,0,0,337,Alaska,0
5,03-17-2020,0,0,46,Guam,0
146,03-17-2020,1,0,146,Georgia,0
186,03-17-2020,6,0,1126,Florida,0
16,03-17-2020,0,0,52,Delaware,0
22,03-17-2020,0,0,126,District of Columbia,0
41,03-17-2020,0,0,166,Connecticut,0
160,03-17-2020,1,0,1216,Colorado,0
483,03-17-2020,11,0,8464,California,0
20,03-17-2020,0,55,162,Arizona,0
0,03-17-2020,0,0,0,American Samoa,0
22,03-17-2020,0,0,219,Arkansas,0
36,03-17-2020,0,0,64,Alabama,0
10,03-17-2020,0,0,10,Hawaii,0
0,03-17-2020,0,0,0,Northern Mariana Islands,0
118,03-17-2020,0,0,1751,Massachusetts,0
8,03-17-2020,0,0,311,Montana,0
10,03-17-2020,0,0,105,Wyoming,0
0,03-17-2020,0,0,80,West Virginia,0
83,03-17-2020,0,0,1121,Wisconsin,0
3432,03-17-2020,78,0,29429,Washington,0
19,03-17-2020,0,0,600,Vermont,0
2,03-17-2020,0,0,2,Virgin Islands,0
67,03-17-2020,1,0,1028,Virginia,0
51,03-17-2020,0,0,182,Utah,0
64,03-17-2020,1,0,1268,Texas,0
73,03-17-2020,0,0,403,Tennessee,0
11,03-17-2020,0,0,562,South Dakota,0
33,03-17-2020,1,0,344,South Carolina,0
23,03-17-2020,0,0,426,Rhode Island,0
21,03-17-2020,0,0,389,Mississippi,0
96,03-17-2020,0,0,975,Pennsylvania,0
5,03-17-2020,0,0,18,Puerto Rico,0
3,03-17-2020,0,0,223,North Dakota,0
21,03-17-2020,0,0,227,Nebraska,0
17,03-17-2020,0,0,372,New Hampshire,0
267,03-17-2020,3,0,430,New Jersey,0
40,03-17-2020,0,0,514,North Carolina,0
55,03-17-2020,1,0,223,Nevada,0
1700,03-17-2020,7,0,7206,New York,0
67,03-17-2020,0,0,207,Ohio,0
17,03-17-2020,0,0,264,Oklahoma,0
23,03-17-2020,0,0,1272,New Mexico,0
47,03-17-2020,0,0,736,Oregon,0
9,03-18-2020,0,0,468,Idaho,0
288,03-18-2020,1,0,2051,Illinois,0
39,03-18-2020,2,0,193,Indiana,0
16,03-18-2020,1,0,433,Kansas,0
156,03-18-2020,2,0,2271,Massachusetts,0
85,03-18-2020,2,0,179,Maryland,0
43,03-18-2020,0,0,1713,Maine,0
4531,03-18-2020,5,0,6009,Michigan,0
29,03-18-2020,0,0,112,Iowa,0
26,03-18-2020,1,0,380,Kentucky,0
14,03-18-2020,0,0,107,Hawaii,0
68,03-18-2020,0,0,193,Connecticut,0
197,03-18-2020,1,0,1508,Georgia,0
314,03-18-2020,7,0,1539,Florida,0
25,03-18-2020,0,0,61,Delaware,0
31,03-18-2020,0,0,169,District of Columbia,0
269,03-18-2020,0,0,2954,Minnesota,0
183,03-18-2020,2,0,1800,Colorado,0
611,03-18-2020,13,0,8592,California,0
28,03-18-2020,0,67,176,Arizona,0
0,03-18-2020,0,0,0,American Samoa,0
33,03-18-2020,0,0,269,Arkansas,0
46,03-18-2020,0,0,74,Alabama,0
6,03-18-2020,0,0,412,Alaska,0
8,03-18-2020,0,0,65,Guam,0
13,03-18-2020,0,0,266,Missouri,0
240,03-18-2020,6,0,575,Louisiana,0
15,03-18-2020,0,0,193,Wyoming,0
34,03-18-2020,0,0,513,Mississippi,0
1,03-18-2020,0,0,123,West Virginia,0
121,03-18-2020,0,0,1698,Wisconsin,0
3810,03-18-2020,82,0,34169,Washington,0
21,03-18-2020,0,0,658,Vermont,0
2,03-18-2020,0,0,2,Virgin Islands,0
77,03-18-2020,1,0,1278,Virginia,0
63,03-18-2020,0,0,194,Utah,0
83,03-18-2020,2,0,1907,Texas,0
98,03-18-2020,0,0,447,Tennessee,0
11,03-18-2020,1,0,562,South Dakota,0
60,03-18-2020,1,0,643,South Carolina,0
33,03-18-2020,0,0,573,Rhode Island,0
0,03-18-2020,0,0,0,Northern Mariana Islands,0
133,03-18-2020,1,0,1320,Pennsylvania,0
5,03-18-2020,0,0,36,Puerto Rico,0
63,03-18-2020,0,0,1850,North Carolina,0
6,03-18-2020,0,0,274,North Dakota,0
24,03-18-2020,0,0,230,Nebraska,0
26,03-18-2020,0,0,539,New Hampshire,0
427,03-18-2020,5,0,617,New Jersey,0
10,03-18-2020,0,0,509,Montana,0
55,03-18-2020,2,0,223,Nevada,0
2382,03-18-2020,12,0,14597,New York,0
88,03-18-2020,0,0,228,Ohio,0
29,03-18-2020,0,0,407,Oklahoma,0
75,03-18-2020,3,0,1193,Oregon,0
28,03-18-2020,0,0,2354,New Mexico,0
422,03-19-2020,4,0,3147,Illinois,0
56,03-19-2020,2,0,380,Indiana,0
34,03-19-2020,1,0,451,Kansas,0
35,03-19-2020,1,0,489,Kentucky,0
107,03-19-2020,2,0,201,Maryland,0
229,03-19-2020,3,0,3147,Massachusetts,0
53,03-19-2020,0,0,2057,Maine,0
5276,03-19-2020,10,0,7327,Michigan,0
287,03-19-2020,0,0,3236,Minnesota,0
11,03-19-2020,0,0,470,Idaho,0
347,03-19-2020,8,0,805,Louisiana,0
38,03-19-2020,0,0,121,Iowa,0
96,03-19-2020,1,0,700,Connecticut,0
12,03-19-2020,0,0,81,Guam,0
287,03-19-2020,10,0,1831,Georgia,0
390,03-19-2020,8,0,1923,Florida,0
30,03-19-2020,0,0,66,Delaware,0
39,03-19-2020,0,0,192,District of Columbia,0
216,03-19-2020,2,0,2328,Colorado,0
924,03-19-2020,18,0,9711,California,0
44,03-19-2020,0,85,219,Arizona,0
0,03-19-2020,0,0,0,American Samoa,0
46,03-19-2020,0,0,356,Arkansas,0
68,03-19-2020,0,0,96,Alabama,0
6,03-19-2020,0,0,438,Alaska,0
16,03-19-2020,0,0,109,Hawaii,0
24,03-19-2020,1,0,332,Missouri,0
0,03-19-2020,0,0,0,Northern Mariana Islands,0
12,03-19-2020,0,0,773,Montana,0
18,03-19-2020,0,0,289,Wyoming,0
2,03-19-2020,0,0,145,West Virginia,0
174,03-19-2020,0,0,2366,Wisconsin,0
4146,03-19-2020,92,0,38719,Washington,0
28,03-19-2020,0,0,792,Vermont,0
3,03-19-2020,0,0,3,Virgin Islands,0
94,03-19-2020,2,0,1923,Virginia,0
78,03-19-2020,0,0,1526,Utah,0
143,03-19-2020,3,0,2355,Texas,0
154,03-19-2020,0,0,503,Tennessee,0
11,03-19-2020,1,0,562,South Dakota,0
60,03-19-2020,1,0,643,South Carolina,0
44,03-19-2020,0,0,698,Rhode Island,0
50,03-19-2020,0,0,602,Mississippi,0
185,03-19-2020,1,0,1793,Pennsylvania,0
97,03-19-2020,0,0,2505,North Carolina,0
15,03-19-2020,0,0,508,North Dakota,0
27,03-19-2020,0,0,267,Nebraska,0
5,03-19-2020,0,0,61,Puerto Rico,0
742,03-19-2020,9,0,952,New Jersey,0
39,03-19-2020,0,0,660,New Hampshire,0
95,03-19-2020,3,0,1721,Nevada,0
4152,03-19-2020,12,0,22284,New York,0
119,03-19-2020,0,0,259,Ohio,0
44,03-19-2020,1,0,510,Oklahoma,0
88,03-19-2020,3,0,1417,Oregon,0
35,03-19-2020,0,0,2797,New Mexico,0
585,03-20-2020,5,0,4281,Illinois,0
79,03-20-2020,2,0,554,Indiana,0
44,03-20-2020,1,0,461,Kansas,0
47,03-20-2020,1,0,639,Kentucky,0
303,03-20-2020,0,0,4044,Minnesota,0
314,03-20-2020,5,0,4109,Massachusetts,0
149,03-20-2020,3,0,243,Maryland,0
57,03-20-2020,0,0,2321,Maine,0
6219,03-20-2020,13,0,9260,Michigan,0
23,03-20-2020,0,0,613,Idaho,0
473,03-20-2020,12,0,1041,Louisiana,0
45,03-20-2020,0,0,687,Iowa,0
194,03-20-2020,3,0,798,Connecticut,0
14,03-20-2020,0,0,100,Guam,0
420,03-20-2020,13,0,2386,Georgia,0
520,03-20-2020,10,0,2390,Florida,0
38,03-20-2020,0,0,74,Delaware,0
71,03-20-2020,1,0,572,District of Columbia,0
277,03-20-2020,3,0,2952,Colorado,0
1063,03-20-2020,20,0,11487,California,0
65,03-20-2020,0,108,276,Arizona,0
0,03-20-2020,0,0,0,American Samoa,0
96,03-20-2020,0,0,447,Arkansas,0
81,03-20-2020,0,0,109,Alabama,0
47,03-20-2020,1,0,416,Missouri,0
26,03-20-2020,0,0,150,Hawaii,0
12,03-20-2020,0,0,698,Alaska,0
0,03-20-2020,0,0,0,Northern Mariana Islands,0
16,03-20-2020,0,0,947,Montana,0
80,03-20-2020,1,0,775,Mississippi,0
19,03-20-2020,0,0,350,Wyoming,0
7,03-20-2020,0,0,226,West Virginia,0
235,03-20-2020,3,0,3690,Wisconsin,0
4551,03-20-2020,104,0,42780,Washington,0
44,03-20-2020,2,0,1001,Vermont,0
3,03-20-2020,0,0,3,Virgin Islands,0
114,03-20-2020,2,0,2325,Virginia,0
194,03-20-2020,5,0,5277,Texas,0
228,03-20-2020,0,0,791,Tennessee,0
14,03-20-2020,1,0,677,South Dakota,0
81,03-20-2020,1,0,914,South Carolina,0
54,03-20-2020,0,0,854,Rhode Island,0
112,03-20-2020,0,0,2147,Utah,0
268,03-20-2020,1,0,2842,Pennsylvania,0
14,03-20-2020,0,0,128,Puerto Rico,0
20,03-20-2020,0,0,820,North Dakota,0
32,03-20-2020,0,0,272,Nebraska,0
44,03-20-2020,0,0,789,New Hampshire,0
890,03-20-2020,11,0,1154,New Jersey,0
43,03-20-2020,0,0,3814,New Mexico,0
137,03-20-2020,0,0,3233,North Carolina,0
7102,03-20-2020,35,0,32427,New York,0
169,03-20-2020,1,0,309,Ohio,0
49,03-20-2020,1,0,587,Oklahoma,0
114,03-20-2020,3,0,2117,Oregon,0
109,03-20-2020,3,0,2101,Nevada,0
31,03-21-2020,0,0,911,Idaho,0
753,03-21-2020,6,0,6241,Illinois,0
126,03-21-2020,4,1,833,Indiana,0
55,03-21-2020,2,0,472,Kansas,0
54,03-21-2020,2,0,768,Kentucky,0
426,03-21-2020,7,61,5225,Massachusetts,0
190,03-21-2020,3,0,284,Maryland,0
73,03-21-2020,0,0,2337,Maine,0
7023,03-21-2020,23,0,11109,Michigan,0
68,03-21-2020,0,0,1117,Iowa,0
580,03-21-2020,16,0,2760,Louisiana,0
37,03-21-2020,0,0,161,Hawaii,0
327,03-21-2020,1,0,4279,Minnesota,0
507,03-21-2020,14,0,3064,Georgia,0
658,03-21-2020,12,158,7237,Florida,0
45,03-21-2020,0,0,81,Delaware,0
77,03-21-2020,1,0,583,District of Columbia,0
194,03-21-2020,4,0,2300,Connecticut,0
363,03-21-2020,4,44,3680,Colorado,0
1279,03-21-2020,24,0,12528,California,0
104,03-21-2020,1,128,344,Arizona,0
0,03-21-2020,0,0,0,American Samoa,0
118,03-21-2020,0,0,685,Arkansas,0
124,03-21-2020,0,0,152,Alabama,0
14,03-21-2020,0,0,772,Alaska,0
15,03-21-2020,0,0,123,Guam,0
73,03-21-2020,3,0,442,Missouri,0
152,03-21-2020,2,25,2790,Virginia,0
140,03-21-2020,1,0,835,Mississippi,0
11,03-21-2020,0,1,341,West Virginia,0
315,03-21-2020,4,0,4943,Wisconsin,0
4837,03-21-2020,111,0,45122,Washington,0
52,03-21-2020,2,0,1132,Vermont,0
6,03-21-2020,0,0,6,Virgin Islands,0
23,03-21-2020,0,0,461,Wyoming,0
136,03-21-2020,0,0,2560,Utah,0
304,03-21-2020,5,0,6522,Texas,0
371,03-21-2020,0,0,3643,Tennessee,0
14,03-21-2020,1,0,705,South Dakota,0
152,03-21-2020,1,0,1407,South Carolina,0
66,03-21-2020,0,0,928,Rhode Island,0
21,03-21-2020,0,0,164,Puerto Rico,0
0,03-21-2020,0,0,0,Northern Mariana Islands,0
114,03-21-2020,3,0,2117,Oregon,0
20,03-21-2020,0,0,1166,Montana,0
184,03-21-2020,0,0,5276,North Carolina,0
28,03-21-2020,0,3,1169,North Dakota,0
371,03-21-2020,2,0,4137,Pennsylvania,0
55,03-21-2020,0,0,1028,New Hampshire,0
38,03-21-2020,0,0,394,Nebraska,0
57,03-21-2020,0,0,3828,New Mexico,0
124,03-21-2020,5,0,2508,Nevada,0
10356,03-21-2020,44,1531,45437,New York,0
247,03-21-2020,3,58,387,Ohio,0
53,03-21-2020,1,10,613,Oklahoma,0
1327,03-21-2020,16,0,1621,New Jersey,0
42,03-22-2020,0,0,1217,Idaho,0
1049,03-22-2020,9,0,8320,Illinois,0
201,03-22-2020,6,1,1494,Indiana,0
64,03-22-2020,2,0,481,Kansas,0
7822,03-22-2020,36,0,12613,Michigan,0
837,03-22-2020,20,0,3498,Louisiana,0
547,03-22-2020,11,71,6023,Massachusetts,0
244,03-22-2020,4,0,338,Maryland,0
89,03-22-2020,0,0,2353,Maine,0
90,03-22-2020,0,0,1305,Iowa,0
99,03-22-2020,3,0,1571,Kentucky,0
48,03-22-2020,0,0,311,Hawaii,0
475,03-22-2020,5,49,4550,Colorado,0
600,03-22-2020,23,0,4020,Georgia,0
830,03-22-2020,13,185,8820,Florida,0
56,03-22-2020,0,0,92,Delaware,0
98,03-22-2020,1,0,1055,District of Columbia,0
223,03-22-2020,5,0,3100,Connecticut,0
1536,03-22-2020,27,0,12840,California,0
152,03-22-2020,2,145,434,Arizona,0
0,03-22-2020,0,0,0,American Samoa,0
165,03-22-2020,0,0,876,Arkansas,0
138,03-22-2020,0,0,1602,Alabama,0
22,03-22-2020,0,0,968,Alaska,0
349,03-22-2020,1,12,4860,Minnesota,0
27,03-22-2020,1,0,153,Guam,0
90,03-22-2020,3,0,459,Missouri,0
0,03-22-2020,0,0,0,Northern Mariana Islands,0
207,03-22-2020,1,33,1321,Mississippi,0
12,03-22-2020,0,1,397,West Virginia,0
425,03-22-2020,4,0,6655,Wisconsin,0
5121,03-22-2020,126,0,47010,Washington,0
76,03-22-2020,2,0,1280,Vermont,0
6,03-22-2020,0,0,6,Virgin Islands,0
219,03-22-2020,3,32,3337,Virginia,0
181,03-22-2020,1,0,3689,Utah,0
334,03-22-2020,5,0,8756,Texas,0
505,03-22-2020,0,0,3777,Tennessee,0
21,03-22-2020,1,0,761,South Dakota,0
195,03-22-2020,3,0,1661,South Carolina,0
83,03-22-2020,0,0,1015,Rhode Island,0
23,03-22-2020,1,0,206,Puerto Rico,0
24,03-22-2020,0,0,462,Wyoming,0
161,03-22-2020,4,43,3025,Oregon,0
31,03-22-2020,0,0,1177,Montana,0
255,03-22-2020,0,0,6438,North Carolina,0
28,03-22-2020,0,3,1288,North Dakota,0
479,03-22-2020,2,0,5443,Pennsylvania,0
65,03-22-2020,0,0,1253,New Hampshire,0
48,03-22-2020,0,0,404,Nebraska,0
57,03-22-2020,0,0,4779,New Mexico,0
190,03-22-2020,7,0,2638,Nevada,0
15168,03-22-2020,114,2354,61401,New York,0
351,03-22-2020,3,83,491,Ohio,0
67,03-22-2020,2,11,736,Oklahoma,0
1914,03-22-2020,20,0,2241,New Jersey,0
47,03-23-2020,0,0,1356,Idaho,0
1273,03-23-2020,12,0,9856,Illinois,0
259,03-23-2020,7,1,1960,Indiana,0
82,03-23-2020,2,0,499,Kansas,0
9062,03-23-2020,57,0,14909,Michigan,0
1172,03-23-2020,34,0,5948,Louisiana,0
678,03-23-2020,17,79,8941,Massachusetts,0
288,03-23-2020,4,0,382,Maryland,0
107,03-23-2020,0,0,2898,Maine,0
105,03-23-2020,0,0,2148,Iowa,0
104,03-23-2020,3,0,1866,Kentucky,0
56,03-23-2020,0,0,3011,Hawaii,0
591,03-23-2020,6,58,5436,Colorado,0
772,03-23-2020,25,0,5069,Georgia,0
1171,03-23-2020,14,217,12234,Florida,0
68,03-23-2020,0,0,104,Delaware,0
116,03-23-2020,2,0,1229,District of Columbia,0
415,03-23-2020,10,0,4500,Connecticut,0
1733,03-23-2020,27,0,14300,California,0
265,03-23-2020,2,189,574,Arizona,0
0,03-23-2020,0,0,0,American Samoa,0
174,03-23-2020,0,0,1080,Arkansas,0
167,03-23-2020,0,0,1832,Alabama,0
22,03-23-2020,0,0,968,Alaska,0
393,03-23-2020,1,17,4904,Minnesota,0
29,03-23-2020,1,0,190,Guam,0
183,03-23-2020,3,0,552,Missouri,0
0,03-23-2020,0,0,0,Northern Mariana Islands,0
249,03-23-2020,1,33,1392,Mississippi,0
16,03-23-2020,0,1,460,West Virginia,0
466,03-23-2020,5,0,7516,Wisconsin,0
5568,03-23-2020,137,0,52313,Washington,0
97,03-23-2020,5,0,1521,Vermont,0
17,03-23-2020,0,0,17,Virgin Islands,0
254,03-23-2020,6,38,3697,Virginia,0
257,03-23-2020,1,0,5047,Utah,0
352,03-23-2020,8,0,10055,Texas,0
615,03-23-2020,2,0,3887,Tennessee,0
28,03-23-2020,1,0,790,South Dakota,0
298,03-23-2020,5,0,1764,South Carolina,0
106,03-23-2020,0,0,1249,Rhode Island,0
31,03-23-2020,2,0,220,Puerto Rico,0
26,03-23-2020,0,0,618,Wyoming,0
191,03-23-2020,5,56,3840,Oregon,0
34,03-23-2020,0,0,1180,Montana,0
297,03-23-2020,0,0,8438,North Carolina,0
30,03-23-2020,0,4,1383,North Dakota,0
644,03-23-2020,6,0,7239,Pennsylvania,0
78,03-23-2020,0,0,1452,New Hampshire,0
50,03-23-2020,0,0,406,Nebraska,0
65,03-23-2020,0,0,5386,New Mexico,0
245,03-23-2020,8,0,3735,Nevada,0
20875,03-23-2020,114,3125,78289,New York,0
442,03-23-2020,6,104,582,Ohio,0
81,03-23-2020,2,15,775,Oklahoma,0
2844,03-23-2020,27,0,3203,New Jersey,0
50,03-24-2020,0,0,1937,Idaho,0
1535,03-24-2020,16,0,11469,Illinois,0
365,03-24-2020,12,1,2931,Indiana,0
98,03-24-2020,2,0,2184,Kansas,0
10155,03-24-2020,86,0,17144,Michigan,0
1388,03-24-2020,46,0,8603,Louisiana,0
1060,03-24-2020,26,94,13774,Massachusetts,0
349,03-24-2020,5,0,443,Maryland,0
125,03-24-2020,0,0,3139,Maine,0
124,03-24-2020,0,27,2439,Iowa,0
124,03-24-2020,4,0,1886,Kentucky,0
77,03-24-2020,0,4,3666,Hawaii,0
720,03-24-2020,7,72,6224,Colorado,0
1026,03-24-2020,32,0,5484,Georgia,0
1412,03-24-2020,18,259,14539,Florida,0
91,03-24-2020,1,0,127,Delaware,0
137,03-24-2020,2,0,1332,District of Columbia,0
618,03-24-2020,12,0,5300,Connecticut,0
2102,03-24-2020,40,0,15554,California,0
357,03-24-2020,5,219,670,Arizona,0
0,03-24-2020,0,0,0,American Samoa,0
218,03-24-2020,0,0,1165,Arkansas,0
215,03-24-2020,0,0,2321,Alabama,0
36,03-24-2020,0,0,1022,Alaska,0
444,03-24-2020,1,21,5994,Minnesota,0
32,03-24-2020,1,0,233,Guam,0
183,03-24-2020,3,0,552,Missouri,0
0,03-24-2020,0,0,0,Northern Mariana Islands,0
320,03-24-2020,1,86,1872,Mississippi,0
20,03-24-2020,0,1,630,West Virginia,0
525,03-24-2020,5,0,8762,Wisconsin,0
5923,03-24-2020,146,0,57540,Washington,0
125,03-24-2020,7,0,1694,Vermont,0
17,03-24-2020,0,0,17,Virgin Islands,0
290,03-24-2020,7,45,4470,Virginia,0
299,03-24-2020,1,0,5823,Utah,0
410,03-24-2020,9,0,11167,Texas,0
667,03-24-2020,2,0,11184,Tennessee,0
30,03-24-2020,1,0,820,South Dakota,0
298,03-24-2020,5,0,2310,South Carolina,0
124,03-24-2020,0,0,1324,Rhode Island,0
39,03-24-2020,2,0,307,Puerto Rico,0
29,03-24-2020,0,0,739,Wyoming,0
209,03-24-2020,8,61,4559,Oregon,0
46,03-24-2020,0,0,1689,Montana,0
398,03-24-2020,0,0,8539,North Carolina,0
34,03-24-2020,0,5,1488,North Dakota,0
851,03-24-2020,7,0,9494,Pennsylvania,0
101,03-24-2020,1,11,1548,New Hampshire,0
52,03-24-2020,0,0,1027,Nebraska,0
83,03-24-2020,0,0,5973,New Mexico,0
278,03-24-2020,13,0,4232,Nevada,0
25665,03-24-2020,210,4041,91270,New York,0
564,03-24-2020,8,145,704,Ohio,0
106,03-24-2020,3,25,841,Oklahoma,0
3675,03-24-2020,44,0,12000,New Jersey,0
73,03-25-2020,0,0,1960,Idaho,0
1865,03-25-2020,19,0,14209,Illinois,0
477,03-25-2020,14,1,3356,Indiana,0
126,03-25-2020,3,0,2486,Kansas,0
11335,03-25-2020,111,0,20177,Michigan,0
1795,03-25-2020,65,0,11451,Louisiana,0
1739,03-25-2020,33,103,19818,Massachusetts,0
423,03-25-2020,5,0,517,Maryland,0
149,03-25-2020,0,0,3326,Maine,7
145,03-25-2020,1,36,2723,Iowa,0
157,03-25-2020,4,0,3022,Kentucky,0
90,03-25-2020,0,6,4447,Hawaii,0
912,03-25-2020,11,84,7701,Colorado,0
1247,03-25-2020,40,394,6179,Georgia,0
1682,03-25-2020,22,316,17056,Florida,0
115,03-25-2020,2,0,151,Delaware,0
183,03-25-2020,2,0,1606,District of Columbia,0
875,03-25-2020,19,0,5898,Connecticut,0
2355,03-25-2020,53,0,18276,California,0
450,03-25-2020,6,264,773,Arizona,0
0,03-25-2020,0,0,0,American Samoa,0
280,03-25-2020,2,0,1717,Arkansas,11
283,03-25-2020,0,0,2812,Alabama,0
42,03-25-2020,1,1,1691,Alaska,0
502,03-25-2020,1,35,11690,Minnesota,121
37,03-25-2020,1,0,270,Guam,0
356,03-25-2020,8,0,725,Missouri,0
0,03-25-2020,0,0,0,Northern Mariana Islands,0
377,03-25-2020,2,117,1943,Mississippi,0
39,03-25-2020,0,1,798,West Virginia,0
667,03-25-2020,7,0,10756,Wisconsin,0
6329,03-25-2020,159,0,62547,Washington,0
160,03-25-2020,8,0,1970,Vermont,0
17,03-25-2020,0,0,72,Virgin Islands,0
391,03-25-2020,9,59,5370,Virginia,0
346,03-25-2020,1,0,6837,Utah,0
974,03-25-2020,12,0,13494,Texas,0
784,03-25-2020,3,53,11796,Tennessee,0
41,03-25-2020,1,0,860,South Dakota,0
424,03-25-2020,7,102,2727,South Carolina,0
132,03-25-2020,0,0,1394,Rhode Island,0
51,03-25-2020,2,0,368,Puerto Rico,0
44,03-25-2020,0,0,998,Wyoming,7
209,03-25-2020,8,61,4559,Oregon,0
53,03-25-2020,0,0,2001,Montana,0
504,03-25-2020,1,0,10489,North Carolina,0
39,03-25-2020,0,8,1773,North Dakota,0
1127,03-25-2020,11,0,12320,Pennsylvania,0
108,03-25-2020,1,13,2464,New Hampshire,0
61,03-25-2020,0,0,1365,Nebraska,0
100,03-25-2020,1,0,6842,New Mexico,0
321,03-25-2020,13,0,4572,Nevada,0
30811,03-25-2020,285,5126,103479,New York,0
704,03-25-2020,10,182,14764,Ohio,0
164,03-25-2020,5,59,969,Oklahoma,0
4402,03-25-2020,62,0,14854,New Jersey,0
123,03-26-2020,0,0,2188,Idaho,0
2538,03-26-2020,26,0,16631,Illinois,0
645,03-26-2020,17,0,4651,Indiana,0
168,03-26-2020,3,0,3037,Kansas,0
12475,03-26-2020,159,0,24205,Michigan,0
2305,03-26-2020,83,0,18029,Louisiana,0
2318,03-26-2020,42,219,23645,Massachusetts,0
580,03-26-2020,7,132,674,Maryland,0
155,03-26-2020,0,0,3549,Maine,16
179,03-26-2020,1,46,2757,Iowa,15
198,03-26-2020,4,0,3300,Kentucky,0
95,03-26-2020,0,5,4452,Hawaii,0
1086,03-26-2020,19,148,8064,Colorado,0
1525,03-26-2020,48,473,8926,Georgia,0
2355,03-26-2020,28,406,26096,Florida,0
130,03-26-2020,3,0,166,Delaware,4
231,03-26-2020,3,0,1857,District of Columbia,21
1012,03-26-2020,21,0,6637,Connecticut,0
3006,03-26-2020,65,0,20386,California,0
577,03-26-2020,8,303,924,Arizona,0
0,03-26-2020,0,0,0,American Samoa,0
335,03-26-2020,3,0,1839,Arkansas,13
506,03-26-2020,1,0,4099,Alabama,0
59,03-26-2020,1,3,1860,Alaska,0
565,03-26-2020,2,41,13169,Minnesota,0
45,03-26-2020,1,0,308,Guam,0
502,03-26-2020,8,0,871,Missouri,0
0,03-26-2020,0,0,0,Northern Mariana Islands,0
485,03-26-2020,6,150,2776,Mississippi,0
51,03-26-2020,0,1,1082,West Virginia,0
806,03-26-2020,8,0,12389,Wisconsin,0
6700,03-26-2020,183,0,67018,Washington,0
185,03-26-2020,9,0,2929,Vermont,0
17,03-26-2020,0,0,72,Virgin Islands,0
460,03-26-2020,13,65,6189,Virginia,0
402,03-26-2020,1,0,7710,Utah,0
1396,03-26-2020,18,0,21424,Texas,0
957,03-26-2020,3,76,14909,Tennessee,0
46,03-26-2020,1,0,2019,South Dakota,16
456,03-26-2020,9,102,2763,South Carolina,0
165,03-26-2020,0,0,1427,Rhode Island,0
64,03-26-2020,2,0,441,Puerto Rico,0
53,03-26-2020,0,0,1105,Wyoming,12
327,03-26-2020,11,90,7280,Oregon,0
71,03-26-2020,0,1,2199,Montana,0
636,03-26-2020,2,0,12910,North Carolina,0
52,03-26-2020,0,10,2091,North Dakota,0
1687,03-26-2020,16,0,18128,Pennsylvania,0
137,03-26-2020,1,19,3138,New Hampshire,0
73,03-26-2020,0,0,1657,Nebraska,0
112,03-26-2020,1,0,7793,New Mexico,0
420,03-26-2020,17,0,5117,Nevada,0
37258,03-26-2020,385,6921,122104,New York,0
867,03-26-2020,15,223,17316,Ohio,0
248,03-26-2020,7,86,1206,Oklahoma,0
6876,03-26-2020,81,0,20537,New Jersey,0
189,03-27-2020,3,0,2857,Idaho,0
3026,03-27-2020,34,0,21542,Illinois,0
981,03-27-2020,24,0,6936,Indiana,0
202,03-27-2020,4,27,3431,Kansas,0
13799,03-27-2020,212,0,27939,Michigan,0
2746,03-27-2020,119,0,21359,Louisiana,0
3151,03-27-2020,57,219,29395,Massachusetts,0
774,03-27-2020,10,173,868,Maryland,25
168,03-27-2020,1,0,3562,Maine,24
235,03-27-2020,3,50,3975,Iowa,18
248,03-27-2020,6,0,4016,Kentucky,0
106,03-27-2020,0,7,4463,Hawaii,0
1430,03-27-2020,24,184,10122,Colorado,0
2001,03-27-2020,64,566,9865,Georgia,0
2765,03-27-2020,34,456,30951,Florida,0
163,03-27-2020,5,0,199,Delaware,9
